render_count,file_size_bytes
8,6383759
12,39908307
8,6460604
6,11784647
8,18197315
12,24634564
8,41165499
8,23822955
6,22253629
12,8329136
8,6952215
6,8341747
6,4174064
12,8028756
12,12238246
6,5546017
8,162419962
8,6645003
12,9110671
6,17734946
8,21776946
8,12844403
12,10582925
12,35577685
6,88742476
12,9987799
6,7842663
12,16238803
6,24518286
6,11765412
12,201203242
8,5754878
12,16828947
8,74114690
12,8153808
12,107887779
6,6411515
12,25021905
12,10491539
12,68734998
8,11834204
8,28138219
8,11155897
6,20997662
12,20389469
6,45041629
8,9421327
6,24839211
8,7773434
6,151761116
8,94390929
6,30682398
12,70132605
6,9502360
6,7407725
6,80697557
8,35953365
8,8401045
12,28934160
8,18666905
12,8755665
8,30662456
12,11339251
6,40290605
8,62925052
8,22354963
6,46089708
12,15199563
6,14676885
12,410390641
6,5028800
8,9065031
12,154019570
12,74726543
6,3871929
6,4164928
12,209954422
12,17071324
8,5966860
12,184206278
8,41808602
12,16802954
6,4381862
12,24230220
6,168804233
12,16086197
12,8326736
12,50673821
12,7549577
8,12332326
8,5432150
12,8263722
8,16577255
12,96909691
8,37084863
6,7883882
8,11608032
12,16698008
12,350455134
6,7607991
12,13734929
8,39307605
12,50461936
12,15289705
8,18173170
8,6769605
6,12907811
6,9370502
6,130127206
12,29974681
6,12024944
6,28980770
12,8299995
8,106400687
8,6806535
12,12375050
12,29855239
8,6956791
6,91905614
8,5158160
6,21132255
12,15849385
6,10611316
12,303186946
12,12663842
12,42126939
6,71545159
8,5075126
12,13606550
8,10010781
6,28099789
12,50455177
6,112452094
12,154411790
6,89580252
8,27500712
12,149187306
12,29286305
8,29356466
12,149028469
12,7902003
6,45079505
12,10421990
6,69234520
12,21576098
8,22840594
12,29201448
12,14030080
6,16510023
6,70089479
8,37382014
6,286017556
8,18238739
6,3954488
12,49980698
12,301376938
6,28259505
6,267290180
8,22156876
6,14651624
12,32956201
8,41259201
6,6624051
12,13004517
6,23553761
12,9671924
12,159081355
12,49428555
12,17095762
6,4853054
8,19381655
6,182019181
8,48112431
8,25170630
12,9354936
12,82083066
8,64193972
12,7935409
6,53440298
8,10251172
12,14655822
6,7021838
12,9038402
12,8711909
6,4097819
8,23642389
12,12255576
8,24871696
8,39904204
6,135437852
8,16451682
8,6287101
8,61080446
12,238408302
6,6334485
8,6977715
8,8633027
6,7959525
12,12889289
6,7974995
8,13335215
8,6204749
6,6416440
8,372599470
8,11538868
12,30360180
12,8855166
6,9810397
12,11655064
6,8015938
12,21298835
12,16974972
6,7932941
12,7603285
8,31900476
6,3908049
8,48790693
6,25107289
8,26138590
8,6059886
6,30399199
8,71014849
6,26492185
8,7881058
6,9713469
12,35642307
6,25293609
6,30137595
12,7818188
6,21468379
6,45414173
6,31831034
8,64950543
6,5017553
6,56014760
12,17533746
6,21485483
8,11281283
12,8837715
8,14588993
12,92562180
6,4467917
8,5954157
8,8785266
8,5178280
12,7453431
6,108588898
12,26820297
8,13087669
12,56800417
12,42551710
8,7737225
6,6018590
12,83598218
12,99764632
12,11343506
12,10780689
8,55129318
12,12827126
12,16680579
6,107029565
12,12715289
12,12810081
8,18967340
8,12911105
8,5136873
12,52113001
8,64681845
8,14219439
12,8170492
8,19301399
8,78264837
8,167590187
8,5584539
12,216633666
8,7748711
8,9039003
12,39653535
8,14831129
12,429409736
8,6764207
12,257631527
8,6374536
8,87215452
8,77870024
6,9792595
12,171731933
12,56012445
6,11155553
12,17801558
12,8401052
8,7267552
12,131792517
8,21865832
6,4408665
12,10446787
8,9872744
8,7161914
6,5711276
12,13392427
12,30187272
6,62580969
12,10980327
6,7513121
6,7021047
6,157954210
8,8141886
6,4333031
8,11592490
8,8250735
6,215223794
6,5036940
6,5179004
8,12925331
8,33822881
12,8271416
6,7904521
6,4688638
6,11850936
6,40377794
12,10842375
12,159034245
12,9358639
12,9326323
8,86759854
6,12419767
8,14565539
12,20297619
6,6853756
6,21290354
12,12476482
8,15062610
8,6255745
8,22728957
6,34378160
8,26548708
6,6542810
8,7473486
8,14563745
12,9378036
12,15923460
8,6063543
6,6545354
12,21985331
8,248301317
6,5045007
8,6109841
6,5937958
8,58045068
6,11176154
6,33925876
6,30828289
8,8950027
12,96956345
6,5845586
6,10005676
8,6659334
12,99646298
12,12801405
6,22471919
12,15190190
8,38687502
6,48691918
8,9353907
12,11991984
6,59234400
8,7466006
12,11938259
6,4591594
8,16959477
8,128557557
6,12941379
6,64465294
6,33187699
8,12524212
12,17490890
6,152843952
8,11142092
8,7423604
6,15321455
12,10485155
8,91957062
6,6996496
8,51503855
6,4716488
8,235896627
8,12478112
6,52165792
8,6445699
6,41356925
6,57733745
6,5531125
8,6553621
12,38236201
12,10250306
6,39316882
6,6720314
6,9899916
12,17836355
12,102968308
8,21945089
12,8382233
6,7086660
12,74185376
12,12866680
8,7871861
6,5573556
6,143108171
6,9217049
12,7354942
12,7483167
6,12887516
12,7440415
8,5413712
6,255355888
6,244065331
12,24256135
8,6898965
12,7234375
12,16041898
6,64641886
12,27664798
6,8109599
6,197675582
12,9683165
8,9560684
12,7852903
8,15982445
8,8158010
8,137637838
8,32375004
12,18508179
12,9711064
8,8636800
6,167490009
12,10950395
6,21422213
12,28353331
8,21035186
12,16803553
6,5098539
12,52407354
12,13557599
12,15087893
6,9450746
12,11322808
6,12551224
12,10642596
6,32412834
6,13894883
8,102896933
8,6965991
8,10570859
6,7730994
6,8666703
6,92244077
8,461270252
6,25860316
8,7500314
12,10462834
8,9018514
12,52268601
8,15323452
6,7969240
12,29085491
6,15840027
8,9139848
6,140392680
6,20014334
8,57425821
8,7981124
6,7880796
12,13051996
6,8482144
12,107037471
8,24435469
12,63468128
8,54995498
8,20345492
12,10183481
8,65088915
6,5119699
12,10991428
8,12001754
6,45397368
8,21200319
6,20173605
12,196250680
6,6831132
6,5366558
8,195956523
12,19524742
6,4450503
12,72048144
6,5119680
12,154179929
12,105578836
6,12281668
8,5402152
8,8111720
12,230113063
8,20379880
6,26577771
12,9883497
8,6642726
6,5155401
6,24580710
6,130650357
12,8701374
8,51364768
12,11019321
6,4867916
8,35766888
8,5471627
8,27502367
12,10026348
6,9495089
12,10023070
12,13428495
8,28585938
8,64083270
12,7364967
6,6861746
12,259528362
8,11725675
12,8163014
6,5882201
12,38630343
6,5753266
8,8401670
6,29432625
12,243717552
8,7339494
6,5006529
12,9093465
6,6928177
6,36759653
6,4527476
12,33653796
12,13101958
6,7796447
12,11507783
6,7436729
6,153127343
12,14246280
8,10915079
12,9521558
12,69030702
6,8051307
6,15987425
6,97567779
8,93396830
8,14413616
6,73547245
6,165696351
8,111384713
6,32756065
12,8785261
6,5574260
8,7788710
12,13991398
8,9221264
12,82324710
12,60798469
6,9612792
6,9439819
12,16704762
8,15448594
12,27969449
12,15693760
12,64852426
6,30637269
12,17151970
12,12563119
12,10277142
6,6046860
12,10955681
8,59452035
12,9961864
12,11320482
8,6571323
8,10250852
12,12132655
8,25209608
12,18147630
6,7292232
12,49451891
12,15483567
12,51274562
6,4829511
12,9247579
12,22092044
6,7343250
6,11871158
6,4533910
8,6068720
8,132302154
12,146419960
6,6406215
12,36188335
6,5894533
12,11310517
12,8038123
8,6141115
6,13102371
8,17490921
12,17373725
6,9033709
8,7762040
8,176778396
6,78609564
12,8516516
12,8876620
12,288131920
8,5369108
8,272656463
6,7105198
6,4775718
6,11368000
6,7319814
8,70393983
12,51240981
12,21645653
12,206611075
12,23257216
6,48431150
8,10794059
12,87023008
12,41195358
12,10615193
12,13972621
12,12891312
6,14034246
6,4230762
8,19094762
12,11316590
6,33993887
8,8712334
12,27176318
12,53967250
6,7901322
12,12368329
6,136323378
6,12732222
12,13246246
8,98388133
6,9425533
12,12768449
8,28801212
8,14710057
6,4599977
6,5512332
12,16525250
12,8745220
8,30591652
12,14928492
6,7369809
8,7322143
6,13672304
12,8990927
8,161508954
6,4874511
6,197301728
8,47523896
6,3809468
12,9407467
8,10856852
6,6790375
6,18977103
8,50857445
6,121221709
8,218464169
8,40816946
12,12443497
12,15391989
8,11862687
12,11729712
6,10420742
6,16184614
8,26060956
12,11006395
8,48756731
8,10925523
6,10262598
8,34653846
12,8123472
8,53086250
6,9906907
12,74192135
6,23888466
8,11587086
12,11092412
12,19642904
6,6528372
6,27617746
6,15385150
6,5515961
8,22471461
12,14806744
12,13924848
6,57724470
12,11264567
6,5229092
8,7398395
12,191128810
8,7193099
8,30592308
12,18125588
6,73318606
8,20245769
6,18817878
8,5287389
12,8729522
12,25994626
6,4199323
6,52251823
8,9130792
12,35498276
6,8215228
6,32943426
6,38081635
6,46689240
6,16493023
6,156089524
8,146808875
8,6706130
8,86837226
6,10836780
8,18215146
8,11514819
6,39607231
12,16790038
8,47982901
12,12018266
12,8236255
6,5877265
6,12421501
6,6614670
12,18178129
12,7038192
12,31093461
8,39497218
6,12995696
8,5480976
6,9310824
8,12389467
12,13715175
8,23298485
12,7226964
12,22042778
6,57128738
12,59117806
6,14334599
12,16563215
12,9389654
12,10594239
12,12956980
12,96535100
12,62348553
12,10386430
12,18137263
6,6452061
8,55163109
12,25427557
8,5661587
12,12058879
8,6465176
6,34889410
8,7219820
6,14736883
8,53475357
6,33687841
8,45675263
12,15187231
12,8686427
12,15650404
6,8020432
12,17152402
6,7462586
12,8871162
6,16983492
6,13083306
6,8455956
6,6939916
6,7931366
6,12477401
12,14473442
12,643446691
12,200381380
12,38547873
6,8833297
6,8850229
12,196412967
8,41263184
12,1436818807
6,5928625
8,164994892
6,7145603
12,9009048
8,5716590
6,4790059
8,18293749
12,7446006
12,16969347
6,143381189
6,29117905
6,15117897
12,31264687
8,6325172
8,11330238
6,119340810
12,48318370
12,12125002
6,5976337
8,24620838
12,10310541
6,6388882
6,144928026
12,46028718
12,7568965
8,102706107
8,12271348
8,15549145
6,6983722
12,8171013
8,5396206
12,13179831
6,31719303
6,224296647
8,10681693
12,13523127
6,8927377
12,14388998
12,9031973
8,7974387
6,5704637
6,7105088
12,13302150
12,40318223
6,10381382
6,56288583
8,22109073
8,10209910
8,208030372
8,6291850
8,28951634
6,33099012
8,27505328
12,11449984
8,6281019
8,7093247
8,132200161
12,11897194
12,10214300
12,8690795
6,20561575
8,6348049
12,17560705
12,140566683
8,5768373
6,4361884
8,7532651
6,6444279
12,10025304
8,7977332
8,12046262
6,8937406
8,10086711
8,5701459
12,269287154
6,15249503
12,10103752
12,110446897
6,34946244
12,72244725
6,29978281
12,15101705
12,42017908
8,7083604
12,19231868
8,25776196
12,8887067
6,5407817
6,8996265
6,4244391
8,42660208
6,5266931
8,103913579
8,12435126
12,62832182
12,16223014
12,54701631
6,5125924
12,7658981
6,38761266
6,4280969
8,6703168
12,44176978
6,9372425
8,5798112
8,5951533
6,6855036
6,28203385
8,20112293
8,8239946
12,8863837
6,9085431
8,99740691
8,16432798
12,20425541
12,8067387
8,7911748
8,44383782
8,9554018
12,7174286
12,33230061
12,9265324
12,145289930
8,5315453
6,5408397
12,9622254
12,70266288
8,20578360
12,181975062
6,22944264
12,13402552
6,77463231
12,10526715
12,11391538
12,134987754
6,7121523
8,17475625
6,5755911
8,10783108
12,160823378
6,8612262
6,41965791
8,6244821
8,19364904
12,12804630
12,21958673
12,20119513
6,13106447
12,101061901
6,5382165
12,11317602
12,42552215
12,8828678
12,22741479
6,146003736
8,11694562
6,5642231
8,107448116
8,15700625
12,68884456
8,28645137
6,27045892
6,6424396
12,21340234
8,24043468
8,8943403
6,5876408
12,7391495
8,11026931
6,17597900
12,12872119
6,10267402
8,56872112
12,83101536
8,9099956
12,15385729
6,6299742
12,49515251
6,9750014
12,14183073
6,12842730
8,6577430
8,10369629
6,32672943
8,8046446
8,11412689
12,14598193
12,13139971
6,4669777
8,11123338
12,16487578
12,12855404
6,63653095
12,109333795
6,25914543
8,22232669
8,7784540
12,14764948
8,5836757
12,9857015
8,189921655
12,9823074
6,9462969
12,14380687
6,4419846
6,6870751
6,8762729
6,9456562
12,8038574
6,50301667
12,84856858
6,9262431
6,27425767
12,116409804
12,53260458
12,9768761
6,25155722
12,90315838
12,186613601
8,12657838
6,75284336
8,98735742
12,9842622
8,11343944
12,17391446
12,10852194
12,14230435
12,62944339
8,25151919
12,9491477
8,25613556
12,20915581
12,230646367
12,8431352
12,95444174
8,9836597
8,17092634
8,84485033
12,16106779
12,11820856
12,13391038
12,10970374
8,11851427
8,8785984
6,7433570
12,14202490
6,11439274
8,16492199
6,33596754
6,16039564
6,7414886
6,6949032
8,8154187
12,71391385
8,418741679
12,13600080
6,4961582
12,10857069
6,67894910
12,21775179
6,15193132
12,10220825
8,10861586
12,127005149
8,14417620
12,44074286
6,4668833
12,14211616
8,113025247
8,11773730
8,7472226
8,226447168
6,4383522
8,9064088
8,37602509
12,22728806
6,5512652
8,6297595
8,35980767
8,18394810
8,7958158
12,7609064
6,15340298
12,28952080
8,16213746
8,85947825
8,11681616
12,11923350
8,17718484
8,35203715
12,13415320
8,172389666
6,10030753
8,8496412
12,11676013
12,86938910
12,9020715
12,11833961
8,8637018
8,9027318
12,672391104
12,42096805
6,48805650
8,169443363
6,5099645
6,6605850
12,150266494
6,5844083
8,13992338
8,6304209
12,9657743
6,19331086
6,6883238
8,57002874
6,6971141
12,11273820
6,49831611
6,4230884
12,7354045
12,54926013
6,5883427
6,46516595
12,184393786
8,89347995
12,17327419
12,18234167
12,20603904
12,11500766
6,20453296
12,55149186
12,67426426
6,7509130
6,4129889
8,147253815
6,7928747
12,52737046
12,11333807
12,9025732
8,8816043
8,40695380
6,71999152
8,19335201
8,5340996
12,8121473
8,10328439
8,62050778
12,35484735
12,9396121
6,39811112
6,112194507
12,19558573
12,1261984556
8,9427198
6,7148268
6,34719540
8,8749181
8,7376343
12,34168688
6,6472693
8,71651102
12,126545677
6,5688977
6,11640704
8,26072492
12,12443008
12,12771220
12,10435065
12,12271982
6,9662491
6,69604225
6,404652162
6,5894820
8,65493592
6,5761195
6,5628005
12,158025220
6,4780318
8,91020211
6,11079437
12,66047931
6,6866173
6,8623657
12,16533238
6,46736924
8,17801549
12,7784881
12,13639148
8,11028974
12,24433263
6,84536836
6,458638344
6,6626835
12,38101545
12,8738654
12,21093378
8,16176318
6,4642145
12,10853621
12,11918325
12,16921553
6,33954306
12,9392486
8,6012200
12,10858098
6,5871238
6,55319758
12,26101692
6,24062633
6,5833237
6,15565555
8,9606648
6,4345781
12,94423887
12,14309132
12,75605374
6,5577832
6,4851082
6,6050178
12,33418123
8,10980050
8,33765842
8,16457888
12,60739006
6,11742243
12,23439272
6,12212372
12,16163737
12,12388857
8,15740815
8,17962726
8,12363019
6,4909971
6,15937943
8,17282803
8,12307912
8,8096464
6,6254989
12,15494234
8,6696965
12,149725801
8,39813648
6,17236479
12,14223830
8,59480094
8,7597804
8,8873999
6,21102625
12,79311696
6,336277458
12,12903640
6,7417321
12,22172808
6,99191248
8,61940059
8,5911574
8,8030285
12,11783175
8,21826796
12,13002829
6,3841904
6,8189062
8,15097875
12,22711773
6,81747368
6,48168109
6,4672963
6,12692370
12,35827473
6,177407663
12,18657736
12,15527640
6,12017078
6,22326787
12,33211889
6,4347661
12,7920436
6,21839103
8,55593257
12,96404825
6,8350374
12,7218927
6,109314003
6,4270053
12,70100125
6,182779129
8,46723624
12,27882842
6,14087470
12,8806351
6,148512280
12,22668862
6,26417361
12,9122839
8,39149688
6,15010736
6,202916907
8,16128685
6,13731284
12,170649150
8,23906651
12,21093983
6,4817381
12,157129938
6,35754798
8,106656436
12,40748916
12,29205449
8,6185242
8,16647644
12,52821021
6,122135234
12,23875239
12,14035794
12,18326903
8,6170581
8,61934196
8,7224846
6,5570899
6,10473979
12,257652273
6,7618139
8,19059578
8,80747116
12,9218986
6,87499836
8,11108494
12,19243157
12,8180626
12,7861368
8,8456420
8,17163565
12,28588472
8,12757703
12,9093167
6,11486996
12,12244515
8,49725890
6,8024745
6,34049811
8,33049394
6,18317453
6,5718413
12,11940001
12,20458890
6,215309026
6,6691210
6,20903485
12,24584018
8,6758378
6,25228416
12,11674761
8,15271290
8,6594099
6,41628321
8,5939117
8,62347014
6,18330481
6,14069624
8,8994256
12,28461534
8,7541596
6,22183462
6,14690868
12,22981518
8,7876604
12,15640257
8,6427091
8,5836794
12,16575538
12,14620066
8,23784578
8,138081888
8,10449491
6,24251646
8,47254504
6,133341997
6,9562301
8,88140217
8,10165456
6,11068420
12,29725845
6,4680988
6,76889483
6,5532029
12,36178504
6,4746973
8,9053539
12,30159364
12,26122023
12,6708956
12,17839801
8,6833294
6,6143839
8,33618607
6,7048228
12,64326817
6,5009565
8,8284952
12,181777991
6,6244008
6,10385000
12,10923982
6,7215050
12,9459920
6,9709747
12,7532153
8,6910654
6,6260227
12,14522463
12,17258002
12,14315947
6,8424821
12,23839903
6,5671109
12,17177950
8,14161979
12,57393816
12,32062246
8,67211963
12,11338136
6,8312033
8,5920219
12,11547891
6,7034696
12,70189882
12,11821194
6,66725905
12,58707742
8,72168340
6,4153322
6,7245763
12,14469304
12,14811086
6,110356305
8,11258913
6,7335835
6,10079949
8,85674387
6,51961254
6,10951588
6,23377022
6,5304620
8,11332998
12,20143431
12,13876451
8,125204115
8,16723972
12,78004907
6,12317350
8,7814432
6,12171793
12,37172344
6,102523008
6,5190941
12,132690890
8,5447730
6,13386418
6,8148615
12,10429019
6,6570573
12,31256841
6,30763373
12,27261500
12,41965890
6,15037171
6,7154759
12,105900827
8,14729759
12,7427776
6,10413278
6,6291693
8,112524748
12,68513343
12,17079439
8,21743854
6,7090668
12,180278499
6,15648115
12,8909306
12,8344985
6,4189886
6,25196320
6,4777079
6,38852590
6,6026398
6,6999388
6,52459538
12,89859876
8,5806684
12,48056484
8,22685579
6,214078206
12,13509305
8,6147421
12,23443725
12,10714244
6,76633878
12,21238647
12,17348521
8,17666741
8,7191823
12,121154853
8,198538144
6,41402702
6,5648377
12,8878459
12,50326452
6,6538780
8,296704497
8,10863740
8,6328016
8,11927328
12,110037915
6,4056987
6,55698784
12,31622098
12,13769026
12,34512553
6,6397250
12,11615795
12,7774540
6,110155616
8,7179520
12,19749042
6,4100732
8,163789264
6,5049162
6,4694639
8,17413261
8,9795942
12,27383978
12,17485480
8,11382867
6,406571053
6,5976034
12,28579354
6,30532235
12,15329403
8,8674126
8,11770819
12,23856531
6,28285910
8,9279552
6,7033937
12,12062788
8,116767611
12,197845785
8,8532899
6,519265575
8,5481196
6,23082901
8,11412242
6,11569493
8,8357143
8,8651201
8,14266534
12,7536098
12,102079319
6,94401084
12,9664884
6,13783732
8,43391722
12,31199774
6,4425337
8,19504203
8,44092293
12,10285420
8,6425707
6,6703184
12,8499917
12,13623309
12,13302349
12,9059032
6,17978879
8,105643741
8,82906852
8,5463876
6,32194902
12,8574222
12,14597585
6,8995385
12,29646816
6,8100086
12,46244456
6,9033002
8,5663713
8,4913626
6,5097018
8,5354568
6,29096769
12,51709841
8,8464315
8,69103180
8,119255809
6,65987739
12,8432371
6,7001538
6,67761574
8,10268607
12,82235126
12,24639066
12,26340493
8,11608917
8,168750270
12,10528638
6,99873319
12,24315850
6,264184800
8,14654353
8,6570552
12,30843552
6,7801038
8,13859417
6,10590718
8,23372264
8,9688860
12,10583415
12,31554363
12,18035033
8,28325267
6,5636995
12,9421186
6,21430841
12,9719285
6,8372928
12,14113460
6,11344340
12,7907977
6,124440441
6,7513537
8,89369743
8,10591847
12,40647622
12,10482682
6,8831682
12,38681360
12,33050448
6,4248508
12,21517398
6,14510519
12,7877414
6,49500751
6,719393008
8,94021274
8,8350584
12,33649104
12,228227940
6,5554938
6,4795107
12,138009481
6,14750545
6,7379010
6,220746332
12,15016118
8,17289623
12,191199090
12,10085499
12,15612598
8,9145166
12,7775221
6,43263956
12,74310460
6,10751299
12,31422571
6,6496771
8,11645763
8,6176845
8,10768590
8,30314277
8,7135862
12,10785817
12,11149644
8,93403274
6,445006363
8,29555228
8,7212178
8,8135361
6,11569852
8,59374845
6,8817440
6,76219691
12,41903699
8,26790911
6,6107211
8,7907968
12,9220188
6,5338310
6,8252823
12,16193809
12,10906138
8,13482098
12,16190806
12,120940389
12,12940880
6,12172265
8,6334250
6,209792394
6,16183858
8,12162307
12,14773174
6,5782483
8,8186864
6,6452271
6,12022847
12,98135083
8,38648656
6,10404811
8,31959765
8,169423476
8,17294514
8,42027832
8,73651199
8,11419790
12,12987763
8,1264830286
12,86614094
12,16727644
8,8648290
6,140511705
8,11758243
8,10319717
8,11426670
12,19304582
12,21496403
12,165587324
6,136690524
8,74804511
6,6406395
12,32246322
6,9147136
12,115678296
12,12195575
6,35201938
8,21293101
8,7512036
12,19405738
8,24724068
8,10967441
6,103577046
12,124192174
8,27659426
6,11041802
8,85273034
6,9849239
12,18722589
8,15182032
12,13593459
8,7619476
12,16507866
8,10093340
6,10925481
12,66116519
6,12445806
8,70794831
8,45274354
8,17933085
6,5721731
6,5014535
8,14239006
6,8057213
6,21808917
8,113687937
6,31462809
8,301412870
6,18735921
6,4057791
8,8306497
12,9256740
6,9435333
12,11198614
6,36322709
6,21279932
6,14800189
6,43521443
12,127500265
6,5903022
8,5085180
12,27332494
12,98258666
6,6277650
12,9003310
6,4670744
6,8922606
6,9325390
6,12707282
6,9954174
12,70462451
8,10760602
12,16354942
12,15424115
12,10065865
6,20246599
8,11824946
6,449992450
12,12615301
12,14919237
6,4912853
8,42343820
6,205425610
12,87199782
12,33448816
8,61267062
12,41314769
12,93239255
8,5758324
8,8865656
6,84321054
6,5124484
6,8289907
12,9578294
8,75625838
8,5411316
8,35267382
12,29624358
6,23903543
12,12237907
12,82887426
6,8024506
8,7072170
6,16973043
12,7399768
12,51518514
8,159505469
6,6871821
12,102576880
12,7162633
8,382616474
8,31838426
6,30710078
6,4798978
8,5793565
12,43863836
6,9122629
6,191357243
12,9027396
6,18300995
8,9885652
8,6359598
6,24225874
8,127577115
6,5416818
8,7481117
12,72012239
6,6688097
12,19305243
12,12510405
8,6922748
12,33550689
6,4138926
12,103997538
8,13664271
8,8199090
6,415611907
12,11824811
6,8098923
12,30986673
12,34687445
8,6991380
12,8574781
12,42417621
12,12903639
12,24285873
8,6533469
8,10012738
12,24309781
8,73743326
6,18471115
8,28137405
12,11401792
6,21402830
6,4883355
8,23387117
6,12503324
12,78764454
6,36704167
8,11850737
12,653436259
12,9111879
6,4768668
6,7744914
12,17457538
12,8460188
8,168399975
8,6885629
6,6436573
6,4426364
6,23049303
8,5352953
6,12343230
8,105909185
12,15007536
8,6287888
6,14127056
12,9033508
6,6932908
12,25503623
8,12056580
8,10761158
12,54246490
6,10077841
8,16740080
6,33110640
8,20792021
6,5947537
8,11432028
8,53965385
6,116526195
8,68324429
12,7626172
12,184593397
6,8984154
8,7116115
8,8143512
12,32162709
12,12272904
12,11130636
8,11976455
6,5452135
12,13350893
6,37220678
12,10348225
12,22214907
8,18825522
6,19762375
6,7040501
8,21667297
8,6765222
8,37425505
12,11487433
8,17562129
8,9310458
8,77770416
6,21155107
8,39541960
6,10322495
12,632659809
6,7037423
6,22384574
8,6469916
8,5757509
6,7663348
6,9231826
12,15112393
6,10435599
12,6934647
8,12268204
6,162490012
12,54723586
8,5676581
12,12452851
8,19908496
6,19126093
8,29143014
8,10339953
8,75397435
12,16184082
6,5243612
12,14803899
8,341761478
6,6061409
8,30601563
6,104057232
6,6097200
6,45824642
12,9305879
6,14885851
12,109372627
12,9983867
6,9722479
6,8294958
6,59431924
12,34207753
8,8258302
8,11331678
8,5970536
12,181876803
12,8624620
8,6070968
6,7370378
12,35109020
12,11348212
8,11195339
6,17515989
12,8284261
8,8694060
8,502968240
8,5157085
8,19174905
8,5985163
12,8830022
12,10329857
12,11282863
12,28978080
6,38202837
6,4442415
6,8458112
6,7024893
6,3828590
8,68835935
12,17631988
6,4196522
12,9544154
12,103828079
12,10203230
6,5191922
12,33637009
8,52620541
12,46488261
8,678649229
12,49441652
8,7865359
6,5144566
6,184104916
12,61658050
12,9561929
6,9341231
12,9324530
8,30331485
8,16587862
8,484110024
6,25162003
6,23047006
8,46552510
8,143923751
6,6663516
8,14679382
6,5604701
6,112079315
12,129994024
12,74828701
12,7417051
8,7690019
12,13829951
6,27519596
6,9059060
12,22942385
6,15357348
6,7839096
8,7712875
6,41053784
12,7262474
6,5195697
8,31003308
8,12118480
8,10789156
12,12485717
12,18203824
8,133180667
12,17216956
6,8256604
6,65814047
12,67755675
6,5106643
8,25552632
12,203108110
6,6315605
12,9784056
8,6643290
8,68265189
8,16725936
12,8341445
6,3897983
8,53744781
6,6195231
8,9326631
12,11188546
12,104476102
6,5452209
6,22916680
12,19036578
8,9955029
12,9509219
8,5142497
12,9569644
6,6086601
12,62906501
8,20191966
8,11262690
6,55900699
8,23660717
6,23451805
12,13108437
8,37548506
12,10986100
12,9800140
12,11397424
8,24535471
6,71294893
12,320708138
6,32659727
6,4111301
12,11526840
12,103496648
6,11017822
12,40082640
12,9803474
12,574357691
6,3644847
12,11797260
12,30198038
6,21065428
8,8677261
12,19245647
6,6448255
8,8779578
12,205132999
6,6668054
8,12548107
6,6249197
8,17799356
6,6824990
6,10590667
6,12344127
8,23295944
8,6162446
12,11583713
12,13202633
12,7777735
12,15695121
12,32533171
12,13988009
6,61222889
6,8839660
8,13999586
12,9698127
8,6236353
6,1234519328
12,10685143
8,31769236
12,23995941
6,5483246
6,6951984
6,4412416
6,94031403
12,297999686
12,11931037
12,21098816
12,68528154
12,9106525
8,43323320
6,11220530
8,8620837
8,20107299
12,13613556
12,6822030
12,9291570
12,17595401
12,33416918
6,7977316
6,4969244
12,6759003
12,8734108
8,12068032
8,10192965
6,6322262
8,11444235
8,6628410
12,35616980
6,8101727
6,53849420
12,22484824
8,75564209
6,38561533
12,15517572
8,9586335
6,29684591
8,10440453
8,17574790
6,10057477
6,5515122
8,10870854
6,9864515
12,57965829
6,103910191
6,84337351
6,32821740
6,234083245
8,7731221
8,36275136
8,24354344
12,9676776
8,12986575
8,41050199
6,59088028
8,13855595
8,46502770
8,21000521
8,12968742
8,71980230
8,112924665
6,11205304
8,43126371
6,6235129
6,8288013
6,12271403
6,8776437
12,11730358
6,7078230
8,14887980
8,7976514
6,132757652
12,209831911
12,60753213
6,48146475
8,91785910
12,16826084
8,16952070
12,22572525
6,51868106
8,244259372
6,5799163
6,5753779
6,6657711
8,11478817
12,27167085
8,21344896
6,5123834
12,44732036
6,112622704
12,13203770
8,152145289
8,70589290
8,8144455
12,13007071
6,19238663
8,9572083
6,11054293
8,21531508
8,584213623
8,20025002
6,47999110
12,62066385
12,8740091
12,15906417
12,49878618
6,24115713
6,80250104
8,227225328
6,52574048
12,12904957
12,8337859
12,20410584
6,14158243
8,11180862
6,13824958
8,163135788
6,8175691
8,7717051
6,15887046
12,11170289
12,33295616
6,60385649
8,7904538
6,16918227
12,8591009
12,399135553
12,14016456
12,260864723
6,5406911
8,12792452
12,61820617
6,7009695
8,7625996
12,273570584
12,19022579
12,86124053
6,5876863
6,5810391
8,7711556
12,43403719
6,15808778
12,15285292
12,7430497
6,34801084
6,12660480
8,168029610
12,12753515
6,10450041
8,289666178
6,23260490
6,38807697
12,24662885
6,6492292
6,108826691
6,8283582
8,16635157
6,30610869
6,18757609
8,10031109
12,9943566
12,9505761
6,8193126
6,12781871
6,22815727
8,6383903
6,15673164
6,5839055
8,6743355
8,10178907
6,7823650
8,85369113
6,10528966
8,13673575
8,29586735
12,26059610
12,24116816
12,9359195
8,25634716
6,11513748
12,22194224
8,7164239
6,40367019
12,7527622
8,50970343
12,89152562
8,40136671
12,45659871
6,12163623
12,9915375
6,132112342
6,4512182
12,128646493
6,5193605
12,13159220
12,22855977
12,13541435
12,14369267
6,5945913
6,14013291
8,8018350
8,9973460
12,11155364
12,11444903
8,22875243
12,14368325
