prompt_length,file_size_bytes
259,12319230
471,9839626
460,17208478
559,30087384
935,12227103
240,9544486
955,29050069
590,6074333
364,599069459
373,7883179
715,26144945
469,8047033
335,10525016
321,8764257
433,71195032
909,24181161
524,10808082
271,155204708
220,66940400
564,5703996
446,5878466
548,36591304
297,35943472
586,21517059
499,11619695
1152,65426905
243,18187875
367,67952952
583,6956884
263,9162281
398,8057812
704,13678051
679,20131948
981,30544892
353,17085682
342,485179052
565,4664159
456,196788377
464,9650498
533,8430650
344,25049372
506,47388144
340,6352636
326,64727144
444,11163501
394,16523147
338,14360838
219,55033338
316,38188858
571,9004896
735,7792797
371,8331407
331,14342664
383,14974365
1044,8877679
492,1054412473
541,20753406
462,119782278
398,7873922
289,184993915
240,12737496
593,51251248
295,11242752
786,72796320
617,131275278
905,11142240
306,11073081
474,44133234
579,6723359
449,8042415
362,7223465
519,6121623
590,16593926
354,26055554
311,4088837
487,15647242
426,12895229
338,6508238
393,34281285
382,169309431
448,6739391
347,9046014
398,78208266
449,11966663
353,86422611
611,6436264
490,17445503
411,9829511
452,16523965
375,13354786
333,4474769
915,9199968
378,7613624
402,27391160
258,44716312
474,5223710
261,29752505
265,15016994
290,8889712
330,90646542
687,5035097
347,95272975
313,5904953
345,9942211
506,16083692
453,9766165
750,52466584
458,7251055
872,10773913
1484,19470218
633,23476959
636,49829543
603,4197918
372,5471215
450,9063963
249,5381657
281,17491004
585,17081750
584,39405720
565,8135067
647,9875291
1069,35212667
584,100834952
456,14199487
434,15016294
365,284987615
475,23331605
577,16287560
559,38393296
353,58841177
778,12367084
604,8925592
747,83864006
612,11361060
410,37272941
530,88152290
236,140339380
839,9463286
385,4814825
309,6571123
1038,11000119
376,89844113
275,64899745
657,40639178
412,25383742
515,21984196
739,11083097
791,24057494
370,13876125
401,100460856
291,46749981
312,74150164
906,6402821
744,63906054
633,4658639
406,8257871
522,13527190
379,20152604
443,21141757
1294,15741501
303,33656221
846,22304088
430,162809988
723,10841781
324,102204240
354,51167419
778,21294545
613,9924791
570,8967924
297,4194834
304,5503300
332,11108111
826,53012579
571,17723219
295,66378064
669,95137155
454,4307584
370,12147473
291,20337719
272,15916242
521,34342803
390,7343768
964,8154524
452,12262296
484,8007977
269,26491533
367,4610954
258,330124892
479,12835547
234,59454537
360,15659293
405,163151747
452,10742543
277,14344191
326,11509228
373,11221967
282,17481127
440,8999150
458,16992651
583,9517717
544,11902125
309,29268005
478,4401073
385,10994387
415,7987865
594,81811029
691,5298084
387,14424370
425,805611117
414,12606953
575,118487123
444,8233290
387,9456797
509,27983368
340,5763382
393,16217262
410,90838951
1152,6581940
345,9271341
367,74790285
1031,8497465
426,9627671
323,40693559
455,6214578
479,7725504
462,13773772
502,7678469
558,16795702
320,9491071
561,44196679
435,61312268
696,8185515
480,110704032
520,4862712
244,11685152
350,4021315
339,5933445
435,9182059
669,17562363
321,51882666
378,26534924
444,58290947
291,29639832
338,148385224
624,9598015
466,8545079
536,10084344
224,110745903
672,125236200
537,5679703
285,9477288
1052,23369065
601,10009773
358,17617642
879,11228551
353,45444779
655,18132257
270,12915347
399,91481920
291,64759147
362,123444760
579,51333269
490,6745414
752,24659779
310,10683152
321,8873089
573,166827205
523,9062898
800,21016268
463,10394245
608,5218529
496,104432611
531,8080138
641,8567610
385,15476571
482,20232752
480,27585554
537,8515576
488,19367061
443,16437897
349,64586406
433,24594012
477,65252587
554,12287614
302,13046893
435,9394121
538,182088164
455,43417175
498,9679909
571,9303138
523,5435489
534,4294555
1015,11874247
750,70740603
460,9413233
301,9873404
390,147378290
488,12337318
338,23159974
717,6092817
534,18981851
274,4583015
573,26286475
461,115199778
467,5381614
729,7573708
440,11439292
558,6435220
508,7085679
441,12743418
293,145837591
674,8859442
293,26291025
670,20055280
430,54208642
416,7502353
640,5632087
718,7727732
654,9553656
574,23516065
344,5877864
380,10770862
449,57654507
264,5940158
481,25619293
453,5912122
324,493674425
341,74055677
764,15785435
331,88196181
289,75042133
796,26065655
367,13128475
264,6961452
456,6688351
589,9063304
742,44616326
421,42158891
904,8789448
736,31855255
534,39313329
348,233627441
318,31262299
416,92260640
461,11228424
417,17642209
593,7482849
737,285783247
825,9650620
414,85868660
412,5888345
511,33862036
868,11848808
704,47053812
435,39292351
511,9873879
354,69184841
670,14056455
463,8212091
588,6922397
334,33105484
421,17782933
433,8966268
734,23492391
228,7191392
321,13160376
249,18871978
577,5404567
309,6545072
273,16681225
326,25309117
318,40867807
276,15572691
271,7963491
362,14616463
410,10689565
477,16728609
633,12398452
493,30948947
823,22074553
401,35157830
431,43630785
712,26311654
601,27573248
349,264611171
735,47399291
257,32915503
245,17489797
1037,6654141
447,8165784
611,25281537
458,18934765
209,8017979
814,5626512
391,17470277
486,6131368
454,5127928
502,7736800
338,6429970
552,31807589
400,64394213
609,17333963
391,9373879
381,6812267
214,5573942
366,77804810
648,6131865
368,21019302
471,6434404
347,10381138
556,9659337
255,69260890
755,11422499
674,8021380
536,13844167
287,27008461
886,7172895
402,27973761
584,14632624
570,64211870
583,10696310
388,30439903
390,20610538
349,65771158
915,7102044
283,4798161
380,9748628
596,7833467
599,111735297
334,9044995
649,9305434
654,161939263
379,58157716
332,10538847
549,8792034
540,40117218
286,5231757
419,7147424
538,9638016
392,16577978
385,7733815
414,31859503
620,7967703
447,4956757
1012,11778905
461,14705671
273,17563910
1037,6490027
461,4420920
423,40662204
342,6786180
359,28920591
506,39973926
479,4900761
709,4033683
446,133916181
410,8295327
604,42079821
465,9044658
352,8641854
306,7021027
761,14303953
809,7627020
385,93383784
378,7009467
260,12508234
461,6620482
454,11440708
632,160667494
307,4854741
417,7556512
385,26016805
413,11993916
874,4091286
545,435991653
453,8189222
521,13769380
416,8309902
825,8310182
558,16239638
347,9206510
456,55409014
379,138423416
451,11804752
597,62991739
624,43317310
824,10344784
547,9512659
214,8908821
524,97515674
551,32374454
283,185524327
341,6829067
642,51504351
945,5932436
880,28041256
366,29051908
959,12235749
420,8739372
305,6200829
743,87218380
340,7450986
426,8450256
387,6317805
674,7514134
451,8227770
588,6095678
727,5792417
371,6387356
736,5282734
362,12064835
527,8609466
449,7511351
445,6143533
705,135100683
311,17717109
541,36245412
787,40188773
286,21040682
851,11302127
688,9772592
342,4427751
413,11590034
471,10402843
478,32674735
321,9665275
476,53578545
888,13731332
419,50529494
429,8882652
929,75353180
394,129090138
670,11444489
349,6417755
352,11055225
315,15892010
414,14357515
325,34638452
396,7995097
287,9041586
433,8407085
450,1255224385
520,11170232
657,56839824
333,9442456
394,6486429
554,107789461
384,78592617
410,16659285
208,89707536
493,19407057
733,19121458
397,10624175
539,7205073
391,12175295
376,9440681
389,11411790
313,121489013
693,7991866
404,15830361
295,5306702
498,4839257
755,6901550
268,26058937
325,23521318
445,8803339
297,242837683
944,9120029
375,3986194
370,70335252
611,81529886
305,16303404
334,6421416
432,18023182
204,12365461
413,35267457
472,9128269
355,6708050
482,11734896
325,172817860
603,9959649
368,4703171
440,12426075
210,65033216
392,9801904
362,16530819
447,8044851
701,30373083
798,9630528
775,30447332
659,10960115
425,9583670
400,47989647
367,7236282
449,9831734
379,6527350
522,54610062
375,75039183
381,22383058
273,35941168
546,9427082
257,535617239
342,134335616
418,5250246
311,8759749
875,11556818
424,68365273
292,12551583
397,17196122
449,29003885
614,64516965
704,7898017
650,35049181
319,8501001
430,8664790
449,196645864
285,18528508
378,129217305
283,8465245
382,23447503
364,8650127
252,51947471
434,9712464
599,27487913
509,10960727
607,7713448
662,13222394
456,26809740
393,33711893
267,61522288
515,30502231
925,7096436
472,21964639
620,264503951
509,40701765
308,6985883
271,20571143
442,11349692
399,8231826
493,20984973
440,95380468
335,81462593
415,5429165
382,12348744
597,6518677
318,13608367
494,42241223
334,17639737
430,15193037
703,48153911
442,6372434
418,14385587
341,4988082
544,27949671
409,33435370
352,7429864
450,12906365
327,6098499
345,262987695
700,13272275
529,8815260
545,9245574
894,8300011
352,16007238
474,43033162
899,11033876
446,22890556
1022,15494094
631,142626243
549,10114575
413,5525374
393,4830153
336,26580284
559,106014418
575,47977774
293,7319240
552,12668730
483,84265373
399,37667767
574,6033103
341,11253608
671,4815574
547,13482160
445,34793099
332,12356045
243,369938972
360,13328238
397,8140079
340,37999639
348,253880587
267,21894286
490,21955762
440,16532941
386,5067193
715,8278769
419,54841785
436,148830306
352,7697150
343,6573957
588,6728491
750,11260531
315,6084894
465,12087757
351,8737230
269,11798151
494,4261559
710,141369378
598,14589387
391,40479164
614,7476115
362,11015391
529,61980233
632,34250787
552,7602676
439,16660091
631,4850103
573,10154424
454,62851908
676,12259004
303,102316357
903,31275955
444,112706227
453,12077045
472,49324220
713,10667679
698,7978122
272,7564819
546,9892914
383,50365718
478,192654140
173,28413874
276,291956886
381,9081448
385,13956712
1002,138860395
328,47339644
549,4867714
309,6018742
332,28783730
384,18176765
755,10097977
248,45361607
544,23198224
266,159921239
395,14579078
301,67344614
786,109263671
1005,20665654
564,20878976
551,170132073
553,19423326
296,20875885
435,29845941
544,9024441
535,11096759
256,7936329
309,32816392
568,15786221
373,16380842
489,5418496
472,116676854
462,9704443
518,7833653
386,6127983
377,7638681
534,22104330
406,10395191
490,163920756
390,100544388
360,5461315
301,34335719
425,20338314
524,8679274
291,176803879
289,10721553
580,25839629
718,8362529
276,7004854
476,6063437
553,165164902
393,13266219
574,8390900
413,97547562
314,4966809
601,6184660
309,10337542
420,41954930
654,52533287
434,4398924
349,16727543
543,10679050
478,6390989
440,102128622
664,193431647
301,7762954
404,4646108
389,55709624
497,25216633
519,8158543
332,40145250
423,5426527
657,16022012
341,25258832
347,105404854
538,6888743
652,39267928
236,30149612
282,15864992
503,6173885
390,12841094
465,21162524
346,9271634
344,224843896
353,58288885
369,13350864
261,39626955
364,5892887
847,77542525
404,9103771
288,11671854
1149,7862278
397,23142432
344,60379436
435,48954777
439,7047407
474,9496555
268,7815884
432,5573909
599,42288489
449,10625643
503,16955674
879,7038216
963,6530520
593,6692534
535,31133512
535,10489155
497,14048132
704,14972228
463,259565496
494,14157511
773,9280544
401,15312127
310,26235931
434,5923505
371,25420434
790,82925374
944,33249509
627,6206892
370,12797001
286,171347114
314,16122583
405,10934385
478,139113191
608,75116147
383,29206043
357,123106556
404,34299241
549,8821134
445,136876537
247,20532036
281,6471183
218,5427195
613,119410656
419,64888684
403,7745104
192,258584303
711,4969204
624,5180029
436,8485848
361,8296780
254,12746858
395,7119067
447,15714738
761,8975939
354,25650714
410,177303832
619,226962334
440,6547443
447,52357858
494,64119901
476,5363021
384,5555306
452,38254988
404,24172470
512,7843988
278,6104216
388,21927356
1163,98935163
582,5150417
498,26551267
578,10881987
299,156115065
467,15632963
330,8913485
537,5101457
329,23747602
341,252993499
371,85682365
585,8666675
839,13409739
605,9605126
400,565439158
501,6714256
640,7994524
515,8580490
653,14722139
315,15515844
255,97106043
539,21429388
566,23296970
408,7566811
680,5326121
396,12144419
442,12260198
490,52266724
367,11898528
410,22354791
448,4549571
387,7023054
248,14826784
324,7867287
718,14734722
615,18271393
320,7456865
429,6678970
326,9769786
531,26604294
990,11576589
337,6069302
533,6045149
477,131158633
383,5792489
689,8312462
332,8419240
349,15773444
453,19887123
564,12377981
554,6084065
459,17027968
704,49164250
588,8039260
292,7101455
255,27240718
325,9183194
487,11587193
561,20826167
841,25855943
287,8369487
788,5308048
583,7646886
973,24883272
323,7472513
259,6845595
828,47331915
697,14060117
430,17356768
365,12155868
704,10053252
435,7977220
344,7471780
332,12476602
239,6260549
644,75999790
372,173356129
522,8398067
333,179008632
300,9642668
400,18728409
249,85996552
578,29313173
289,6132553
537,6006493
522,55233462
461,8314567
511,15793417
375,10505945
567,100201476
447,5988172
348,7382720
334,11658229
480,154973520
281,3880877
430,5835981
992,40050210
364,6717294
319,9092538
346,9361998
410,129593865
622,40200582
321,10856840
374,9078505
716,7851878
503,9647366
237,5003752
610,9281711
545,155547047
506,7235129
595,13772265
745,6738769
716,10551881
294,15345765
829,21870881
333,151230632
539,5186330
289,6383759
544,39908307
404,6460604
602,11784647
433,18197315
414,24634564
313,41165499
657,23822955
635,22253629
300,8329136
330,6952215
466,8341747
302,4174064
691,8028756
438,12238246
546,5546017
227,162419962
772,6645003
237,9110671
580,17734946
431,21776946
571,12844403
1015,10582925
496,35577685
302,88742476
383,9987799
542,7842663
485,16238803
416,24518286
455,11765412
363,201203242
784,5754878
722,16828947
656,74114690
519,8153808
434,107887779
470,6411515
686,25021905
543,10491539
371,68734998
304,11834204
418,28138219
529,11155897
1519,20997662
470,20389469
337,45041629
493,9421327
678,24839211
399,7773434
410,151761116
300,94390929
521,30682398
326,70132605
880,9502360
295,7407725
509,80697557
369,35953365
412,8401045
586,28934160
371,18666905
673,8755665
450,30662456
353,11339251
863,40290605
337,62925052
519,22354963
460,46089708
496,15199563
322,14676885
569,410390641
287,5028800
498,9065031
507,154019570
358,74726543
610,3871929
241,4164928
252,209954422
357,17071324
413,5966860
226,184206278
473,41808602
375,16802954
535,4381862
383,24230220
531,168804233
291,16086197
461,8326736
257,50673821
339,7549577
288,12332326
618,5432150
683,8263722
503,16577255
220,96909691
343,37084863
521,7883882
295,11608032
423,16698008
687,350455134
617,7607991
397,13734929
324,39307605
428,50461936
560,15289705
534,18173170
347,6769605
291,12907811
526,9370502
424,130127206
367,29974681
647,12024944
587,28980770
249,8299995
538,106400687
450,6806535
491,12375050
996,29855239
289,6956791
853,91905614
274,5158160
456,21132255
190,15849385
377,10611316
347,303186946
467,12663842
469,42126939
362,71545159
356,5075126
360,13606550
296,10010781
334,28099789
1087,50455177
598,112452094
420,154411790
332,89580252
403,27500712
326,149187306
308,29286305
478,29356466
498,149028469
362,7902003
461,45079505
421,10421990
386,69234520
508,21576098
475,22840594
354,29201448
476,14030080
477,16510023
545,70089479
550,37382014
838,286017556
533,18238739
743,3954488
296,49980698
408,301376938
330,28259505
546,267290180
454,22156876
560,14651624
278,32956201
519,41259201
542,6624051
482,13004517
331,23553761
379,9671924
690,159081355
765,49428555
409,17095762
630,4853054
438,19381655
444,182019181
399,48112431
594,25170630
430,9354936
427,82083066
371,64193972
482,7935409
300,53440298
517,10251172
335,14655822
415,7021838
456,9038402
699,8711909
585,4097819
305,23642389
447,12255576
364,24871696
741,39904204
347,135437852
589,16451682
316,6287101
297,61080446
784,238408302
324,6334485
379,6977715
601,8633027
277,7959525
383,12889289
421,7974995
496,13335215
454,6204749
347,6416440
305,372599470
317,11538868
384,30360180
414,8855166
602,9810397
248,11655064
490,8015938
640,21298835
249,16974972
436,7932941
713,7603285
310,31900476
568,3908049
406,48790693
874,25107289
289,26138590
799,6059886
387,30399199
317,71014849
315,26492185
339,7881058
443,9713469
385,35642307
354,25293609
515,30137595
486,7818188
498,21468379
748,45414173
479,31831034
360,64950543
456,5017553
536,56014760
425,17533746
429,21485483
726,11281283
419,8837715
340,14588993
261,92562180
463,4467917
423,5954157
544,8785266
413,5178280
319,7453431
327,108588898
297,26820297
380,13087669
574,56800417
908,42551710
429,7737225
435,6018590
350,83598218
678,99764632
383,11343506
838,10780689
492,55129318
972,12827126
357,16680579
417,107029565
644,12715289
272,12810081
521,18967340
340,12911105
509,5136873
324,52113001
395,64681845
355,14219439
307,8170492
411,19301399
482,78264837
363,167590187
300,5584539
593,216633666
428,7748711
383,9039003
617,39653535
938,14831129
281,429409736
408,6764207
625,257631527
427,6374536
240,87215452
593,77870024
356,9792595
298,171731933
484,56012445
519,11155553
590,17801558
369,8401052
463,7267552
426,131792517
387,21865832
252,4408665
444,10446787
475,9872744
550,7161914
619,5711276
373,13392427
334,30187272
461,62580969
1064,10980327
479,7513121
434,7021047
327,157954210
331,8141886
389,4333031
460,11592490
448,8250735
557,215223794
377,5036940
315,5179004
403,12925331
437,33822881
548,8271416
359,7904521
561,4688638
392,11850936
436,40377794
605,10842375
360,159034245
662,9358639
361,9326323
632,86759854
607,12419767
445,14565539
386,20297619
387,6853756
280,21290354
614,12476482
925,15062610
446,6255745
374,22728957
388,34378160
286,26548708
486,6542810
399,7473486
544,14563745
448,9378036
347,15923460
360,6063543
951,6545354
395,21985331
286,248301317
296,5045007
283,6109841
489,5937958
392,58045068
365,11176154
631,33925876
343,30828289
486,8950027
368,96956345
305,5845586
417,10005676
462,6659334
233,99646298
467,12801405
332,22471919
458,15190190
393,38687502
350,48691918
261,9353907
309,11991984
337,59234400
815,7466006
579,11938259
752,4591594
341,16959477
450,128557557
331,12941379
535,64465294
353,33187699
543,12524212
215,17490890
393,152843952
596,11142092
640,7423604
396,15321455
457,10485155
212,91957062
545,6996496
234,51503855
263,4716488
333,235896627
454,12478112
469,52165792
980,6445699
368,41356925
419,57733745
571,5531125
382,6553621
444,38236201
392,10250306
1022,39316882
425,6720314
527,9899916
888,17836355
421,102968308
464,21945089
409,8382233
254,7086660
426,74185376
562,12866680
714,7871861
226,5573556
377,143108171
583,9217049
478,7354942
468,7483167
274,12887516
337,7440415
305,5413712
613,255355888
300,244065331
356,24256135
412,6898965
352,7234375
391,16041898
502,64641886
651,27664798
610,8109599
423,197675582
606,9683165
677,9560684
564,7852903
454,15982445
292,8158010
463,137637838
493,32375004
255,18508179
367,9711064
511,8636800
548,167490009
811,10950395
503,21422213
547,28353331
378,21035186
889,16803553
471,5098539
441,52407354
486,13557599
438,15087893
719,9450746
329,11322808
267,12551224
271,10642596
367,32412834
458,13894883
596,102896933
451,6965991
480,10570859
442,7730994
551,8666703
325,92244077
473,461270252
194,25860316
275,7500314
510,10462834
461,9018514
392,52268601
422,15323452
281,7969240
371,29085491
476,15840027
428,9139848
463,140392680
487,20014334
274,57425821
417,7981124
556,7880796
758,13051996
342,8482144
436,107037471
465,24435469
449,63468128
572,54995498
423,20345492
395,10183481
332,65088915
401,5119699
489,10991428
645,12001754
449,45397368
621,21200319
362,20173605
262,196250680
344,6831132
886,5366558
384,195956523
720,19524742
332,4450503
929,72048144
434,5119680
516,154179929
586,105578836
333,12281668
312,5402152
373,8111720
449,230113063
380,20379880
474,26577771
670,9883497
385,6642726
512,5155401
336,24580710
499,130650357
498,8701374
377,51364768
358,11019321
756,4867916
539,35766888
707,5471627
755,27502367
615,10026348
470,9495089
306,10023070
367,13428495
753,28585938
297,64083270
479,7364967
354,6861746
601,259528362
636,11725675
412,8163014
523,5882201
497,38630343
568,5753266
379,8401670
507,29432625
575,243717552
476,7339494
482,5006529
555,9093465
263,6928177
368,36759653
687,4527476
262,33653796
468,13101958
426,7796447
731,11507783
567,7436729
374,153127343
596,14246280
1331,10915079
551,9521558
717,69030702
696,8051307
413,15987425
499,97567779
520,93396830
544,14413616
409,73547245
605,165696351
393,111384713
698,32756065
423,8785261
628,5574260
247,7788710
381,13991398
781,9221264
1009,82324710
493,60798469
424,9612792
438,9439819
595,16704762
524,15448594
554,27969449
475,15693760
536,64852426
932,30637269
614,17151970
447,12563119
378,10277142
520,6046860
746,10955681
677,59452035
371,9961864
268,11320482
347,6571323
604,10250852
419,12132655
541,25209608
617,18147630
337,7292232
476,49451891
362,15483567
769,51274562
822,4829511
608,9247579
733,22092044
329,7343250
698,11871158
322,4533910
415,6068720
299,132302154
332,146419960
462,6406215
368,36188335
377,5894533
360,11310517
645,8038123
432,6141115
355,13102371
365,17490921
480,17373725
677,9033709
398,7762040
432,176778396
457,78609564
405,8516516
661,8876620
347,288131920
545,5369108
360,272656463
462,7105198
390,4775718
633,11368000
436,7319814
261,70393983
513,51240981
472,21645653
495,206611075
306,23257216
375,48431150
488,10794059
674,87023008
517,41195358
507,10615193
524,13972621
1063,12891312
568,14034246
336,4230762
381,19094762
464,11316590
307,33993887
517,8712334
306,27176318
265,53967250
872,7901322
467,12368329
225,136323378
408,12732222
459,13246246
330,98388133
400,9425533
657,12768449
411,28801212
519,14710057
481,4599977
849,5512332
545,16525250
295,8745220
425,30591652
333,14928492
341,7369809
598,7322143
658,13672304
365,8990927
663,161508954
278,4874511
746,197301728
634,47523896
701,3809468
392,9407467
449,10856852
344,6790375
510,18977103
592,50857445
587,121221709
431,218464169
507,40816946
1426,12443497
624,15391989
958,11862687
559,11729712
359,10420742
366,16184614
410,26060956
458,11006395
403,48756731
657,10925523
292,10262598
343,34653846
526,8123472
462,53086250
456,9906907
675,74192135
287,23888466
698,11587086
357,11092412
422,19642904
421,6528372
763,27617746
475,15385150
513,5515961
476,22471461
422,14806744
391,13924848
973,57724470
463,11264567
583,5229092
655,7398395
435,191128810
409,7193099
350,30592308
520,18125588
258,73318606
300,20245769
471,18817878
654,5287389
287,8729522
699,25994626
733,4199323
306,52251823
436,9130792
215,35498276
363,8215228
642,32943426
700,38081635
953,46689240
747,16493023
294,156089524
714,146808875
455,6706130
472,86837226
665,10836780
325,18215146
527,11514819
408,39607231
470,16790038
321,47982901
278,12018266
246,8236255
604,5877265
546,12421501
723,6614670
530,18178129
427,7038192
326,31093461
786,39497218
581,12995696
399,5480976
393,9310824
388,12389467
301,13715175
384,23298485
568,7226964
505,22042778
248,57128738
907,59117806
556,14334599
373,16563215
407,9389654
337,10594239
330,12956980
358,96535100
427,62348553
223,10386430
415,18137263
432,6452061
453,55163109
643,25427557
287,5661587
389,12058879
459,6465176
599,34889410
226,7219820
498,14736883
505,53475357
400,33687841
380,45675263
560,15187231
597,8686427
295,15650404
379,8020432
704,17152402
246,7462586
221,8871162
486,16983492
456,13083306
425,8455956
646,6939916
1560,7931366
343,12477401
551,14473442
279,643446691
641,200381380
383,38547873
391,8833297
271,8850229
345,196412967
560,41263184
309,1436818807
333,5928625
287,164994892
287,7145603
604,9009048
518,5716590
299,4790059
449,18293749
391,7446006
417,16969347
472,143381189
352,29117905
771,15117897
376,31264687
520,6325172
221,11330238
470,119340810
341,48318370
518,12125002
477,5976337
275,24620838
484,10310541
401,6388882
287,144928026
916,46028718
314,7568965
385,102706107
382,12271348
324,15549145
412,6983722
510,8171013
288,5396206
254,13179831
532,31719303
465,224296647
304,10681693
542,13523127
270,8927377
587,14388998
785,9031973
1013,7974387
339,5704637
270,7105088
515,13302150
372,40318223
563,10381382
819,56288583
387,22109073
307,10209910
309,208030372
439,6291850
436,28951634
315,33099012
548,27505328
364,11449984
552,6281019
371,7093247
450,132200161
439,11897194
512,10214300
269,8690795
469,20561575
421,6348049
407,17560705
515,140566683
388,5768373
402,4361884
585,7532651
793,6444279
559,10025304
401,7977332
498,12046262
520,8937406
931,10086711
224,5701459
545,269287154
396,15249503
705,10103752
538,110446897
382,34946244
497,72244725
315,29978281
636,15101705
365,42017908
687,7083604
364,19231868
304,25776196
483,8887067
525,5407817
351,8996265
760,4244391
445,42660208
666,5266931
381,103913579
340,12435126
677,62832182
792,16223014
830,54701631
320,5125924
573,7658981
344,38761266
583,4280969
488,6703168
346,44176978
390,9372425
466,5798112
614,5951533
496,6855036
297,28203385
502,20112293
466,8239946
418,8863837
487,9085431
476,99740691
859,16432798
655,20425541
407,8067387
303,7911748
456,44383782
428,9554018
640,7174286
511,33230061
463,9265324
434,145289930
211,5315453
527,5408397
521,9622254
256,70266288
557,20578360
556,181975062
370,22944264
407,13402552
323,77463231
271,10526715
447,11391538
359,134987754
556,7121523
343,17475625
308,5755911
486,10783108
303,160823378
430,8612262
279,41965791
490,6244821
443,19364904
432,12804630
383,21958673
446,20119513
548,13106447
542,101061901
647,5382165
805,11317602
318,42552215
464,8828678
441,22741479
741,146003736
430,11694562
555,5642231
490,107448116
818,15700625
532,68884456
434,28645137
420,27045892
842,6424396
487,21340234
285,24043468
333,8943403
329,5876408
285,7391495
845,11026931
435,17597900
358,12872119
413,10267402
367,56872112
393,83101536
808,9099956
704,15385729
387,6299742
457,49515251
506,9750014
428,14183073
568,12842730
436,6577430
361,10369629
370,32672943
313,8046446
340,11412689
444,14598193
563,13139971
454,4669777
358,11123338
495,16487578
507,12855404
567,63653095
350,109333795
370,25914543
375,22232669
431,7784540
404,14764948
390,5836757
377,9857015
419,189921655
509,9823074
446,9462969
500,14380687
917,4419846
576,6870751
318,8762729
438,9456562
379,8038574
488,50301667
392,84856858
434,9262431
455,27425767
309,116409804
972,53260458
545,9768761
342,25155722
369,90315838
263,186613601
446,12657838
581,75284336
474,98735742
377,9842622
290,11343944
435,17391446
633,10852194
476,14230435
415,62944339
649,25151919
288,9491477
396,25613556
325,20915581
328,230646367
206,8431352
357,95444174
353,9836597
346,17092634
632,84485033
553,16106779
389,11820856
456,13391038
376,10970374
781,11851427
304,8785984
280,7433570
345,14202490
284,11439274
389,16492199
681,33596754
804,16039564
439,7414886
311,6949032
287,8154187
752,71391385
613,418741679
335,13600080
781,4961582
368,10857069
459,67894910
348,21775179
567,15193132
433,10220825
477,10861586
298,127005149
336,14417620
387,44074286
506,4668833
1286,14211616
422,113025247
390,11773730
751,7472226
343,226447168
326,4383522
487,9064088
209,37602509
547,22728806
889,5512652
498,6297595
1214,35980767
563,18394810
692,7958158
566,7609064
356,15340298
399,28952080
565,16213746
427,85947825
434,11681616
1281,11923350
391,17718484
406,35203715
349,13415320
289,172389666
431,10030753
416,8496412
444,11676013
384,86938910
259,9020715
754,11833961
385,8637018
375,9027318
394,672391104
391,42096805
952,48805650
351,169443363
540,5099645
491,6605850
338,150266494
320,5844083
384,13992338
531,6304209
473,9657743
619,19331086
383,6883238
475,57002874
390,6971141
236,11273820
494,49831611
551,4230884
358,7354045
466,54926013
263,5883427
327,46516595
717,184393786
430,89347995
236,17327419
503,18234167
378,20603904
320,11500766
908,20453296
328,55149186
297,67426426
345,7509130
552,4129889
834,147253815
768,7928747
420,52737046
605,11333807
526,9025732
496,8816043
431,40695380
410,71999152
350,19335201
550,5340996
277,8121473
453,10328439
356,62050778
451,35484735
306,9396121
577,39811112
655,112194507
405,19558573
267,1261984556
399,9427198
378,7148268
351,34719540
640,8749181
434,7376343
302,34168688
758,6472693
659,71651102
427,126545677
550,5688977
458,11640704
539,26072492
248,12443008
509,12771220
662,10435065
723,12271982
392,9662491
631,69604225
775,404652162
469,5894820
271,65493592
384,5761195
337,5628005
934,158025220
552,4780318
504,91020211
347,11079437
382,66047931
362,6866173
376,8623657
395,16533238
448,46736924
437,17801549
344,7784881
699,13639148
576,11028974
717,24433263
445,84536836
368,458638344
737,6626835
656,38101545
359,8738654
293,21093378
448,16176318
254,4642145
498,10853621
349,11918325
502,16921553
446,33954306
542,9392486
638,6012200
241,10858098
487,5871238
598,55319758
428,26101692
325,24062633
446,5833237
446,15565555
549,9606648
625,4345781
1077,94423887
1033,14309132
340,75605374
255,5577832
679,4851082
378,6050178
330,33418123
661,10980050
504,33765842
448,16457888
482,60739006
526,11742243
453,23439272
328,12212372
403,16163737
638,12388857
332,15740815
589,17962726
369,12363019
573,4909971
864,15937943
387,17282803
421,12307912
346,8096464
341,6254989
461,15494234
315,6696965
245,149725801
350,39813648
629,17236479
445,14223830
337,59480094
583,7597804
332,8873999
560,21102625
748,79311696
554,336277458
269,12903640
427,7417321
350,22172808
340,99191248
371,61940059
453,5911574
558,8030285
429,11783175
264,21826796
290,13002829
395,3841904
531,8189062
986,15097875
346,22711773
331,81747368
567,48168109
308,4672963
381,12692370
613,35827473
215,177407663
489,18657736
447,15527640
195,12017078
556,22326787
479,33211889
477,4347661
1048,7920436
339,21839103
448,55593257
373,96404825
428,8350374
416,7218927
419,109314003
299,4270053
453,70100125
310,182779129
376,46723624
303,27882842
511,14087470
346,8806351
316,148512280
515,22668862
654,26417361
613,9122839
539,39149688
370,15010736
428,202916907
352,16128685
620,13731284
575,170649150
537,23906651
351,21093983
604,4817381
496,157129938
442,35754798
719,106656436
855,40748916
507,29205449
419,6185242
615,16647644
500,52821021
243,122135234
423,23875239
447,14035794
442,18326903
764,6170581
369,61934196
516,7224846
575,5570899
443,10473979
655,257652273
377,7618139
596,19059578
385,80747116
360,9218986
425,87499836
